pdb_code,parse_failed,mw,rot_bonds,num_heavy_atoms,formal_charge,num_rings,smiles
3qqs,False,257.245,4.0,19.0,0.0,2.0,[H]OC(=O)c1c([H])c([H])c([H])c([H])c1N([H])c1c([H])c([H])c([H])c([H])c1C(=O)O[H]
5uez,False,308.3369999999997,4.0,23.0,0.0,3.0,[H]c1c([H])c([H])c(Oc2c([H])c([H])c([H])c([H])c2-c2nn(C([H])([H])[H])c(=O)c([H])c2OC([H])([H])[H])c([H])c1[H]
5ivv,False,268.2759999999998,3.0,20.0,0.0,3.0,[H]OC(=O)c1c([H])c([H])nc([H])c1N([H])c1c([H])n(C([H])([H])[H])c2nc([H])c([H])c([H])c12
3w5n,False,164.1570000000001,4.0,11.0,0.0,1.0,[H]O[C@]1([H])O[C@@]([H])(C([H])([H])[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@@]1([H])O[H]
2jdm,False,178.1840000000001,4.0,12.0,0.0,1.0,[H]O[C@]1([H])[C@]([H])(O[H])[C@]([H])(C([H])([H])[H])O[C@@]([H])(OC([H])([H])[H])[C@@]1([H])O[H]
4mmm,False,186.21000000000006,3.0,14.0,0.0,2.0,[H]Oc1c([H])c([H])c(-c2c([H])c([H])c([H])c([H])c2[H])c([H])c1O[H]
4ahr,False,194.18600000000006,3.0,14.0,0.0,2.0,[H]OC(=O)C([H])([H])C([H])([H])c1c([H])c([H])c2c(c1[H])OC([H])([H])O2
5e2k,False,248.30700000000007,4.0,17.0,0.0,2.0,[H]c1c([H])c(-c2c([H])c([H])c(S(=O)(=O)N([H])[H])c([H])c2[H])c([H])c(N([H])[H])c1[H]
1onz,False,351.31399999999985,4.0,26.0,0.0,3.0,[H]OC(=O)C(=O)N(c1c([H])c([H])c([H])c([H])c1C(=O)O[H])c1c([H])c([H])c([H])c2c([H])c([H])c(O[H])c([H])c12
3r88,False,197.19000000000008,4.0,14.0,0.0,1.0,[H]OC(=O)c1c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c([H])c1N([H])[H]
3ip8,False,172.12000000000006,4.0,11.0,0.0,1.0,[H]OP(=O)(O[H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H]
4mjp,False,282.3829999999995,3.0,21.0,0.0,3.0,[H]OC(=O)[C@@]([H])(c1c([H])c([H])c(C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c2c([H])c([H])c([H])c([H])c12)C([H])([H])[H]
1zge,False,241.09900000000005,3.0,13.0,0.0,1.0,[H]c1c(Cl)c(N([H])[H])c(Cl)c([H])c1S(=O)(=O)N([H])[H]
1hp5,False,219.26200000000009,4.0,14.0,0.0,2.0,[H]OC([H])([H])[C@@]1([H])O[C@]2([H])SC(C([H])([H])[H])=N[C@]2([H])[C@@]([H])(O[H])[C@]1([H])O[H]
4bkt,False,267.2849999999998,4.0,19.0,0.0,2.0,[H]O[C@@]1([H])C([H])([H])N(C(=O)C([H])([H])c2onc(C([H])([H])[H])c2[H])[C@]([H])(C(=O)N([H])C([H])([H])[H])C1([H])[H]
2fu8,False,217.29000000000013,4.0,14.0,0.0,1.0,[H]OC(=O)[C@]1([H])N(C(=O)[C@]([H])(C([H])([H])[H])C([H])([H])S[H])C([H])([H])C([H])([H])C1([H])[H]
